additional_info,amenities,city,description,highlight_value,hotel_star_rating,image_count,image_urls,internet,landmark,occupancy,pageurl,property_address,property_id,property_name,property_type,room_price,room_types,similar_hotel,things_to_note
Acceptance Rate:100 percent|Response Time:< 6 hours,WiFi|Newspaper|Pickup & Drop|Parking|AC,Kapurthala,,,,1,http://stay-imgs.stayzilla.com/resize/1200x800/59664/350326.jpg,,,2 Adults 2 Kids,https://www.stayzilla.com/stays/kapurthala-guest-house-59664?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Near Jama Maszid, Kapurthala",59664,Kapurthala Guest House,House,1039,Double Non-A/C Rooms,Mehak Hotel|Hotel Royal Inn|Vijay Resorts Hotel|Rajmahal Hotel,All taxes.
Acceptance Rate:100 percent|Response Time:< 6 hours,Newspaper|AC,Mandarmani,"What should you know? The Sonar Bangla is a sprawling oceanfront property overlooking the Bay of Bengal. There are 68 classy sea-facing rooms, each equipped with a telephone, colour television, and private bathroom. Families can enjoy a dip in the swimming pool or walk along the beach. There is a multi-cuisine restaurant available here. Ample parking is available at the premises. Corporates can use the conference room to conduct meetings. In addition to this, the hotel also provides a doctor-on-call, boat cruises, and fishing facilities.Why should you stay here? Families and couples can enjoy the gentle sounds of the ocean at night and the hotel luxury during the day. This hotel is ideal for weekend/short getaways.",,,7,http://stay-imgs.stayzilla.com/resize/1200x800/18340/311774.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/18340/69394.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/18340/69392.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/18340/69396.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/18340/69398.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/18340/69400.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/18340/311772.jpg,,,2 Adults 2 Kids,https://www.stayzilla.com/stays/hotel-sonar-bangla-18340?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Purba Medinipore, Mandarmani",18340,Hotel Sonar Bangla,Hotel,2809,Deluxe Double Non AC,JP Resort|Sea Star Beach Resort,Complementary Breakfast
Acceptance Rate:60 percent|Response Time:> 24 hours,Newspaper|AC,Digha,"What should you know? Steps away from bay of Bengal, Hotel Ishani is ideal for the travellers with a limited budget. The property houses deluxe rooms and suites. The suites have attached balcony. All the rooms in Hotel Ishani are clean and fitted with cable television, telephone, attached bathroom with hot/cold water supply. Other facilities available at the hotel include laundry, power backup, and car parking facilities. The guests can enjoy sumptuous food at the on-site rooftop restaurant. Why should you stay here? Hotel Ishani is preferred by leisure travellers because of the adequate facilities available at competitive rates.",,,13,http://stay-imgs.stayzilla.com/resize/1200x800/51152/785708.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/51152/290160.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/51152/290148.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/51152/290152.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/51152/290154.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/51152/290156.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/51152/290158.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/51152/290162.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/51152/785694.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/51152/785700.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/51152/785702.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/51152/785704.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/51152/785706.jpg,,,2 Adults 2 Kids,https://www.stayzilla.com/stays/hotel-ishani-51152?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Gadadharpur, Digha",51152,Hotel Ishani,Hotel,950,Deluxe Non AC Double,Hotel Surf Ride|Swastik Inn|Hotel Mahamaya Dham|Hotel Gitanjali VVPL,Kindly Note:|Single Occupancy is not Allowed in Any Rooms|100% Payment to be Needed confirm any booking
Acceptance Rate:100 percent|Response Time:< 6 hours,Newspaper|AC,Digha,,,,11,http://stay-imgs.stayzilla.com/resize/1200x800/75464/484588.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/75464/410210.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/75464/410208.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/75464/410212.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/75464/410218.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/75464/410224.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/75464/410226.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/75464/410230.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/75464/484582.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/75464/484584.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/75464/484586.jpg,,,2 Adults 2 Kids,https://www.stayzilla.com/stays/hotel-victoria-75464?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"New Digha, Digha",75464,Hotel Victoria,Hotel,756,Double Non-A/C Rooms,Lokenath Taranga Neer|Hotel Mahek|Kahini Hotel|Hotel Satabdi,Complimentary Water Bottle.(Per Day One).|This rate may change on holidays as per hotel policy.|Minimum 50% payment to be made up front any booking.|Service Charge 10%|we provide complimentary Breakfast or Wi-Fi in all category except Double non A/c Room(Chargeable)..
Acceptance Rate:100 percent|Response Time:< 6 hours,WiFi|Swimming Pool|Newspaper|Bar|Card Payment|Elevator|Parking,Kakinada,"What should you know? Royal Park Hotel is situated in the business district of the city. The hotel provides a diverse array of rooms customized for varied travellers. The rooms are well-furnished, spacious, and are equipped with facilities such as AC, a safe, a television, a telephone, internet access, and a private bathroom. A variety of dining options are available at the in-house restaurants namely Cafe-De-Royal, The Nine, and Four Square. The in-house bar offers an extensive choice of cocktails and exotic beverages. Basic amenities include room service, 24-hour front desk, security personnel, a doctor-on-call, conference and banquet halls, parking, and travel desk. For leisure activities people can spend time at the indoor pool, spa, or gymnasium.Why should you stay here? With contemporary lodging and modern amenities, Royal Park Hotel offers a luxurious retreat for both business and leisure travellers.",,,8,http://stay-imgs.stayzilla.com/resize/1200x800/20969/403244.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/20969/403240.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/20969/403230.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/20969/403232.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/20969/403234.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/20969/403236.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/20969/403238.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/20969/403242.jpg,,,1 Adult 2 Kids,https://www.stayzilla.com/stays/royal-park-hotel-20969?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Kosurivari Street, Kakinada",20969,Royal Park Hotel,Hotel,3986,Business Class Room Single,,All taxes.|Complimentary Breakfast.|Complimentary Wifi.|Complimentary Mini Bar.
Acceptance Rate:100 percent|Response Time:< 6 hours,WiFi|Newspaper,Jamshedpur,A home away from home,,,7,http://stay-imgs.stayzilla.com/resize/1200x800/116088/1084034.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/116088/1084014.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/116088/1089172.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/116088/1084018.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/116088/1084026.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/116088/1084032.jpg,,,2 Adults 2 Kids,https://www.stayzilla.com/stays/tranquility-homestay-116088?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Sangam Vihar, Sonari, Jamshedpur",116088,Tranquility Homestay,Homestay,1134,AC Room with Non Attached Bathro,Tranquility Homestay 2|The Villa|Ambika Homestay|Prashanti Nilayam Homestay,
Acceptance Rate:100 percent|Response Time:< 6 hours,Newspaper,Jodhpur,What should you know?Why should you stay here?,,,33,http://stay-imgs.stayzilla.com/resize/1200x800/16088/539910.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/16088/539864.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/16088/539846.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/16088/539848.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/16088/539850.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/16088/539852.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/16088/539854.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/16088/539856.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/16088/539858.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/16088/539860.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/16088/539862.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/16088/539866.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/16088/539868.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/16088/539870.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/16088/539872.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/16088/539874.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/16088/539876.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/16088/539878.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/16088/539880.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/16088/539882.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/16088/539884.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/16088/539886.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/16088/539888.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/16088/539890.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/16088/539892.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/16088/539894.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/16088/539896.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/16088/539898.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/16088/539900.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/16088/539902.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/16088/539904.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/16088/539906.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/16088/539908.jpg,,,2 Adults 2 Kids,https://www.stayzilla.com/stays/fun-world-16088?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Ram Nagar, Jodhpur",16088,Fun World,Hotel,2237,Deluxe Double,GenX Jodhpur Hotel|Hotel Shri Ram Excellency Group|Kalinga Hotel|Hotel Imperial Polo Haveli,All taxes|Complimentary Breakfast|Kindly Note:|Extra Bed will be Provided at additional charges that has to be paid to the hotel management at the time of direct check-in.
Acceptance Rate:100 percent|Response Time:< 6 hours,AC,Jammu,"What should you know? The hotel is situated near Jewel Chowk below Gummat at Sant Market in the city of Jammu. It offers 14 luxurious guestrooms with modern facilities like television, satellite TV connection, 24-hour room service, and round-the-clock running hot/cold water. It boasts of a food court and an inhouse multi-cuisine restaurant that serves delicious meals to it patrons. Other amenities available here include cab arrangement, doctor-on-call, separate hall for parties, and travel and tour services.Why should you stay here? Location is the biggest USP for this facility. The hotel is located within walking distance from taxi stand, main shopping area, bus stand, and the famous Raghunath Temple and Mahamaya Temple.",,,0,,,,2 Adults 2 Kids,https://www.stayzilla.com/stays/hotel-ocean-grand-66696?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Jammu Tawik, Jammu",66696,Hotel Ocean Grand,Hotel,889,Double Non-A/C Rooms,Tourist Picnic Hotel|Hotel Rajdhani,All taxes.|Complimentary Tea.|Room only.
Acceptance Rate:100 percent|Response Time:< 6 hours,WiFi|Elevator|AC,Kakinada,"What should you know? Renuka Lodge is a budget accommodation option for vacationers visiting Kakinada. It is a centrally air-conditioned lodge with 19 well-kept rooms. In-room amenities offered by the lodge include cable/satellite TV, and telephone. Additionally, the location of the lodge provides easy access to many banks, ATM, shopping malls, and hospitals. The lodge is 60.4 km from Rajahmundry Airport, 2.7 km from Kakinada Town Railway Station, and 2.9 km from Kakinada RTC Bus Complex.Why should you stay here? Renuka Lodge is located closely to the Ferry Terminal of Kakinada where guests can enjoy a relaxed evening travelling in one of the ferry boats to and from this terminal to other places around the city.",,,9,http://stay-imgs.stayzilla.com/resize/1200x800/44752/422068.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44752/289660.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44752/289654.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44752/289656.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44752/289658.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44752/289662.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44752/289664.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44752/289678.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/44752/289680.jpg,,,1 Adult 1 Kid,https://www.stayzilla.com/stays/renuka-lodge-peddha-masjid-centre-44752?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Shopping Complex, Kakinada",44752,Renuka Lodge (Peddha Masjid Centre),Lodge,473,Single Non-A/C Rooms,Udupi Sree Durga Lodge,All taxes.|Complimentary Normal Water.|kindly note|extra bed will provide additional charge at that time check in
Acceptance Rate:100 percent|Response Time:< 6 hours,Card Payment|Parking|AC,Jhansi,"What should you know? Hotel Jhansi is located along Shivpuri road in Jhansi, Uttar Pradesh. The hotel offers 4 variants of rooms to its patrons. The amenities provided here include doctor-on-call, room service, and 3 in-house restaurants serving multi-cuisine vegetarian and non-vegetarian food. It is 3 km away from Jhansi Junction railway station and 6 km away from Jhansi airport. It is also located in close proximity to popular tourist attractions such as Ganesh Mandir (3 km) and St. Judes Shrine (2 km).Why should you stay here? Hotel Samrat is located in a prime area that makes important tourist locations easily accessible to its patrons.",,,56,http://stay-imgs.stayzilla.com/resize/1200x800/30866/871834.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/30866/871702.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/30866/871666.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/30866/871670.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/30866/871672.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/30866/871676.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/30866/871678.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/30866/871684.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/30866/871686.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/30866/871688.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/30866/871692.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/30866/871694.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/30866/871696.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/30866/871700.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/30866/871704.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/30866/871706.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/30866/871710.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/30866/871712.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/30866/871716.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/30866/871720.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/30866/871726.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/30866/871728.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/30866/871732.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/30866/871740.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/30866/871744.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/30866/871748.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/30866/871750.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/30866/871752.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/30866/871754.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/30866/871756.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/30866/871758.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/30866/871764.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/30866/871768.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/30866/871774.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/30866/871776.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/30866/871778.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/30866/871782.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/30866/871784.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/30866/871786.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/30866/871788.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/30866/871790.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/30866/871796.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/30866/871800.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/30866/871802.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/30866/871804.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/30866/871806.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/30866/871808.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/30866/871810.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/30866/871812.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/30866/871814.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/30866/871818.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/30866/871820.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/30866/871822.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/30866/871824.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/30866/871828.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/30866/871832.jpg,,,0 Adult 2 Kids,https://www.stayzilla.com/stays/hotel-samrat-30866?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Civil Lines, Jhansi",30866,Hotel Samrat,Hotel,865,Day Use Room (9 am - 9pm),Hotel Tulsi|Hotel Sunrise|Hotel Shrinath Inn|Modi Palace Hotel,"All taxes.|day use room for 12 hours.|Kindly Note:|This Tariff is not applicable for long weekends, Government Holidays and festival period."
Acceptance Rate:100 percent|Response Time:< 6 hours,Veg Only|Parking|AC,Jamnagar,"Here at Yashoda Homes we have 2 rooms fully furnished to let out for our guests. The rooms have double bed, AC, TV, attached bathroom and wardrobes. Rooms are spacious, clean and furnished and equipped with basic amenities. Washrooms are hygienic with all time water supply. There is a separate living room and dining space well furnished, appointed and designed where guests can have their meals and relax in their leisure time. Guests will be welcomed with tea/coffee/juice as preferred. Khichadiya Park, Swaminarayan Temple and Lakota Lake are some of the nice spots worth visiting. Breakfast, lunch and dinner will be served to all guests on request with extra charges. We serve vegetarian North Indian food. Madras Café, Swati Hotel and Kalpana are some of the restaurants nearby where you can dine as well if you wish to. Public transport is available all the time. We will provide pick up and drop as well. So welcome folks to yet another home.",,,28,http://stay-imgs.stayzilla.com/resize/1200x800/116398/1087738.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/116398/1087692.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/116398/1087740.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/116398/1087742.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/116398/1087744.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/116398/1087694.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/116398/1087696.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/116398/1087698.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/116398/1087700.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/116398/1087702.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/116398/1087704.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/116398/1087706.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/116398/1087708.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/116398/1087710.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/116398/1087712.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/116398/1087714.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/116398/1087716.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/116398/1087718.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/116398/1087720.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/116398/1087722.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/116398/1087724.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/116398/1087726.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/116398/1087728.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/116398/1087730.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/116398/1087732.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/116398/1087734.jpg|http://stay-imgs.stayzilla.com/resize/1200x800/116398/1087736.jpg,,,2 Adults 1 Kid,https://www.stayzilla.com/stays/yashoda-homes-116398?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Rajkot Road, Jamnagar",116398,Yashoda Homes,Hotel,1417,AC Standard Room,,
Acceptance Rate:100 percent|Response Time:< 6 hours,Newspaper|AC,Jodhpur,"What should you know? Set in the heart of the city, within the premises of a 250-year old building, Shivam Paying Guest House exudes an authentic Jodhpur atmosphere. Atop this historic property, sits the rooftop restaurant which offers its tourists a panoramic view of the old blue city and the Mehrangarh Fort. The location is truly central as it just 6.6 km away from the Jodhpur Airport and 1.3 km from the Nagori Gate Circle Bus Stop.Why should you stay here? The family that runs this place are the original founders of the Ossian camel safari, which makes this guest house all the more appealing.",,,0,,,,1 Adult 2 Kids,https://www.stayzilla.com/stays/shivam-paying-guest-house-75?checkInDate=04-08-2016&checkOutDate=05-08-2016&source=propertyCard,"Clock Tower, Jodhpur",75,Shivam Paying Guest house,House,445,Aircooler Single,Devs Guest House|Hotel Sachdeva Palace|Hill View Guest House|Keru Guest House,All taxes.|Complimentary Wifi
